n_images,n_results,macro_precision,macro_recall,macro_iou,macro_boundary_f1,pixel_accuracy,weighted_iou
10,10,0.9577117795426157,0.9174500204508831,0.8796145979937366,0.6805563948823513,0.9600654577252538,0.9090954573766912
