image_id,feature_set,method_dir,algorithm,prediction_name,method_key,gt_source_type,gt_source_path,gt_mask_path,gt_json_path,prediction_path,prediction_rel_path,matching,gt_shape,n_gt_labels,n_pred_labels,boundary_tolerance_px,include_background_in_macro,class_id,class_name,support_pixels,tp,fp,fn,precision,recall,iou,boundary_f1,included_in_macro_average
Img01,hsv,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-0.8,hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,many_to_one,321x481,3,7,2,False,0,background_or_#00ffff,104175,103393,9387,782,0.9167671572973932,0.9924934005279578,0.9104542012292844,0.7437489547429844,False
Img01,hsv,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-0.8,hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,many_to_one,321x481,3,7,2,False,1,Starfish (#dc0000),40423,38713,776,1710,0.9803489579376536,0.9576973505182692,0.9396587295808152,0.8429631673334252,True
Img01,hsv,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-0.8,hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,many_to_one,321x481,3,7,2,False,2,Stone (#dcdc00),9803,2072,60,7731,0.9718574108818012,0.2113638682036111,0.2100780695528744,0.1539633025595782,True
Img01,hsv,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-1.5,hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-1.5.png,Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-1.5.png,many_to_one,321x481,3,2,2,False,0,background_or_#00ffff,104175,103694,10106,481,0.911195079086116,0.9953827693784496,0.9073599285970546,0.641618544627562,False
Img01,hsv,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-1.5,hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-1.5.png,Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-1.5.png,many_to_one,321x481,3,2,2,False,1,Starfish (#dc0000),40423,36787,3814,3636,0.9060614270584468,0.9100512084704252,0.8315889413839094,0.5320363510380299,True
Img01,hsv,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-1.5,hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-1.5.png,Img01/hsv/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-1.5.png,many_to_one,321x481,3,2,2,False,2,Stone (#dcdc00),9803,0,0,9803,0.0,0.0,0.0,0.0,True
Img01,hsv,KMeans,KMeans,Postprocessed Img01-segment of 5,hsv | KMeans | Postprocessed Img01-segment of 5,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/KMeans/Postprocessed Img01-segment of 5.png,Img01/hsv/KMeans/Postprocessed Img01-segment of 5.png,many_to_one,321x481,3,5,2,False,0,background_or_#00ffff,104175,103454,8173,721,0.9267829467781092,0.9930789536837054,0.9208352618649196,0.7614758080294171,False
Img01,hsv,KMeans,KMeans,Postprocessed Img01-segment of 5,hsv | KMeans | Postprocessed Img01-segment of 5,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/KMeans/Postprocessed Img01-segment of 5.png,Img01/hsv/KMeans/Postprocessed Img01-segment of 5.png,many_to_one,321x481,3,5,2,False,1,Starfish (#dc0000),40423,39231,3543,1192,0.9171693084584092,0.9705118373203374,0.892303143338034,0.7181771497797252,True
Img01,hsv,KMeans,KMeans,Postprocessed Img01-segment of 5,hsv | KMeans | Postprocessed Img01-segment of 5,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv/KMeans/Postprocessed Img01-segment of 5.png,Img01/hsv/KMeans/Postprocessed Img01-segment of 5.png,many_to_one,321x481,3,5,2,False,2,Stone (#dcdc00),9803,0,0,9803,0.0,0.0,0.0,0.0,True
Img01,hsv_texture,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-0.8,hsv_texture | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv_texture/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,Img01/hsv_texture/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,many_to_one,321x481,3,256,2,False,0,background_or_#00ffff,104175,97070,24762,7105,0.7967529056405542,0.9317974562035036,0.7528482902502772,0.25738794378155,False
Img01,hsv_texture,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img01-meanshift-0.8,hsv_texture | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,mask,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/mask.png,/mnt/data/work_input/outputs/GT Ehsanul Karim/Img01/Img01.json,/mnt/data/work_input/outputs/Img01/hsv_texture/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,Img01/hsv_texture/Half Resize PCA 95 Mean Shift/Post Processed Img01-meanshift-0.8.png,many_to_one,321x481,3,256,2,False,1,Starfish (#dc0000),40423,24328,7993,16095,0.7526994833080659,0.601835588650026,0.5024785194976867,0.1525015201478051,True
