n_results,n_images,macro_precision,macro_recall,macro_iou,macro_boundary_f1,pixel_accuracy,weighted_iou
478,10,0.5881588941125405,0.6011009689046708,0.4981635220962873,0.25671371514465247,0.7504593589452941,0.5842613265209291
