method_key,n_results,n_images,macro_precision,macro_recall,macro_iou,macro_boundary_f1,pixel_accuracy,weighted_iou
xy_lab | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.7225595760752717,0.7291240533690061,0.703021684572535,0.501429326128576,0.9612331679659816,0.930354252893656
lab | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.729912500067429,0.7205741813943347,0.7018501696960446,0.4961135872227695,0.9618316402866368,0.9305393817593512
RGB_HSV_LAB_XY_Texture | Sampled Mean Shift | Post Processed Img08-gaussian-1.5,1,1,0.8171332931067282,0.7737882791464751,0.6984367725219445,0.4000236981223433,0.8981810290404041,0.824607399877969
lab_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.7526688613626756,0.901365887182382,0.6953943817990741,0.0860672606727913,0.7717253062057099,0.6953943817990741
xy_hsv | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.7173359701692721,0.72650354108086,0.6950382816127973,0.4876718764830554,0.958673911331601,0.9307395300858238
xy_rgb_texture_leung_malik | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,1,1,0.8851049262974451,0.7595517020367469,0.6913833338735293,0.1249012585767774,0.7533241365017066,0.6913833338735293
xy_rgb | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.7196842286536684,0.7143817796634455,0.6868253476021411,0.4308548713075216,0.942318292778959,0.8996707747266756
HSV_XY | Sampled Mean Shift | Post Processed Img08-gaussian-0.5,1,1,0.6937731712175,0.7374377587285834,0.6829652473568114,0.6110772483682536,0.9334951073232324,0.8699607679922782
LAB_XY | Sampled Mean Shift | Post Processed Img08-epanechnikov-1.5,1,1,0.6986224030453879,0.7312697694887257,0.6818693448415056,0.5817545097806198,0.9287306660353536,0.8691618717056473
LAB_only | Sampled Mean Shift | Post Processed Img08-epanechnikov-1.5,1,1,0.699314035905233,0.7304308118173918,0.681325532627997,0.5898384419773083,0.9276357323232324,0.8691717003096598
xy_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.8275288575851969,0.7838010237829125,0.6804093685111567,0.3762844490655018,0.9553056545344464,0.709619586115181
xy_lab | KMeans | Postprocessed Img04.jpg-segment of 10,1,1,0.7539627551975665,0.8019953708093626,0.6800353370744627,0.3039112994330071,0.8394013223925652,0.7386629627811826
hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-1.5,1,1,0.9931387808041504,0.6816247685514883,0.6784299827227218,0.3149378148834225,0.7649367555909612,0.6784299827227217
LAB_XY | KMeans | Postprocessed Img08-segment of 5,1,1,0.6986875401333319,0.7266608545028772,0.6775043834575626,0.482217233577507,0.923778803661616,0.8646517937620919
xy_lab_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.7168861328702607,0.7045582270149835,0.674996072250661,0.4224409600603426,0.9357902197023388,0.8967550502916392
xy_hsv_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.7154748617824226,0.7032322586335477,0.6728729045774295,0.4386737882068429,0.9411607213166392,0.9040186365107596
RGB_XY | Sampled Mean Shift | Post Processed Img08-gaussian-0.5,1,1,0.6933884042795211,0.7220526787619226,0.6700566325541522,0.4988580250848334,0.9191425978535354,0.8572677290454759
xy_rgb | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-0.8,1,1,0.7509445737712072,0.770142751198681,0.6617870752909705,0.3237907068509293,0.83288129879483,0.7298701781801872
rgb_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.6807714273162588,0.950868559436955,0.6576386560684443,0.1804465950105104,0.7138012079715479,0.6576386560684443
xy | Sampled Mean Shift | Post Processed Img09-meanshift-0.8,1,1,0.8510967768565454,0.7384398736494852,0.6510318090036078,0.2501694314880525,0.7967763573232324,0.6534107547010021
LAB_Texture | Sampled Mean Shift | Post Processed Img08-gaussian-1.5,1,1,0.7908390724357393,0.7450300012472455,0.6466926388059488,0.3857904540185973,0.8550741792929293,0.7915578341961332
xy | KMeans | Postprocessed Img10-segment of 5,1,1,0.7760164966852877,0.7897325291002694,0.6431348347733099,0.1756565915714975,0.7466434887495454,0.6431348347733099
lab_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.7029276008409027,0.6825990772213204,0.6429719965070235,0.3121683291056237,0.933301834790141,0.8764689389792637
xy_lab | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.7179860285330095,0.6664379956030377,0.639040366997007,0.446411000218917,0.947908368469116,0.9049970627719304
xy_hsv | KMeans | Postprocessed Img07.png-segment of 4,1,1,0.6490122077210145,0.9619375,0.6327625547310214,0.4055316379083922,0.8564368370298939,0.6327625547310214
xy_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.7777721700380454,0.6849410347568057,0.6295592690800238,0.2979239256757029,0.912016694227892,0.8359516530024828
RGB_HSV_LAB_XY_Texture | KMeans | Postprocessed Img08-segment of 5,1,1,0.6587852414795394,0.699985177756552,0.62085659702604,0.3399847772300495,0.8939591224747475,0.8034414109661446
xy_hsv | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.9131531873547764,0.6554589687920832,0.6162853057265629,0.423478895090163,0.9167945803459824,0.8489853225969138
xy_rgb | KMeans | Postprocessed Img02.jpg-segment of 5,1,1,0.680745004143728,0.6735756659121933,0.6139945733988356,0.3559316740449336,0.910732443442724,0.8414451468253439
xy_rgb | KMeans | Postprocessed Img07.png-segment of 4,1,1,0.8092836594807685,0.71209375,0.6097671929355097,0.255596315745262,0.8828109932497589,0.6097671929355097
xy_rgb | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.6822825488419338,0.6597026028176421,0.6087172966718253,0.3812532514609007,0.923918886535709,0.8647962766369383
RGB_XY | KMeans | Postprocessed Img08-segment of 5,1,1,0.6796893678633414,0.6593639076676046,0.6047608888446585,0.3268387160697774,0.8573824179292929,0.7870665603149589
xy_rgb_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.8158480867739445,0.7067252211569884,0.6015214951286134,0.2071949815944734,0.9473355103175156,0.6447767704465268
xy_rgb | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,1,1,0.8998706753027599,0.6562077972800685,0.5982758461106228,0.4027092563569296,0.906030401357504,0.7230398342140425
RGB_only | Sampled Mean Shift | Post Processed Img08-epanechnikov-0.5,1,1,0.907118620862272,0.6827272475394015,0.5974535769679464,0.3544984359573949,0.8794389204545454,0.781535071551933
RGB_Texture | Sampled Mean Shift | Post Processed Img08-gaussian-1.5,1,1,0.7481662248182905,0.7107238944003369,0.5973364970568087,0.3602737519775612,0.823666351010101,0.750014922232565
LAB_only | KMeans | Postprocessed Img08-segment of 5,1,1,0.6617448301564908,0.6737979712981085,0.5877362131853038,0.3437822447625191,0.8708274147727273,0.7716789268167668
LAB_Texture | KMeans | Postprocessed Img08-segment of 5,1,1,0.6726744854516604,0.6371557057449809,0.5827999185483308,0.2771654714248031,0.8306995738636364,0.7611998853001458
hsv_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.5781624996674087,1.0,0.5781624996674087,0.1538274353691339,0.5781624996674087,0.5781624996674087
rgb | Quarter Resize Mean Shift | Post Processed Img10-meanshift-1.5,1,1,0.5781624996674087,1.0,0.5781624996674087,0.1538274353691339,0.5781624996674087,0.5781624996674087
xy | Quarter Resize Mean Shift | Post Processed Img10-meanshift-1.5,1,1,0.5781624996674087,1.0,0.5781624996674087,0.1538274353691339,0.5781624996674087,0.5781624996674087
xy_hsv_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-0.8,1,1,0.5781624996674087,1.0,0.5781624996674087,0.1538274353691339,0.5781624996674087,0.5781624996674087
xy_rgb_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.6760615145229949,0.6392764444155153,0.5766703708887997,0.2464083281547419,0.8138121111898575,0.723660136834687
xy_lab | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.6820210539063326,0.6283819613654821,0.5752157947393575,0.3249485987443928,0.8850978944436888,0.798681175960821
xy_rgb_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.7399332704565055,0.7162717894426722,0.5749143074425521,0.2744548100926199,0.9023136246786632,0.5969465714931652
hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,1,1,0.9761031844097272,0.5845306093609403,0.5748683995668448,0.4984632349465017,0.933789288929476,0.7972607840893584
xy_hsv | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.6704637099391542,0.6309401082630222,0.5669569376401329,0.3255839153726712,0.8580643907746711,0.7556130189967423
xy_rgb_texture_glcm | KMeans | Postprocessed Img07.png-segment of 4,1,1,0.6183766752462945,0.87090625,0.5664546027358279,0.1922224809969879,0.8285920925747348,0.5664546027358279
xy_rgb | KMeans | Postprocessed Img04.jpg-segment of 10,1,1,0.6409344118709535,0.6901908294289526,0.5644166771344185,0.2090980433712218,0.7825445713716567,0.6538803704871573
xy_lab_texture | Quarter Resize Mean Shift | Post Processed Img10-meanshift-1.5,1,1,0.8593021468463391,0.6174472758957115,0.5607561006871109,0.0768434860024554,0.7203714379473353,0.5607561006871109
texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.7764214558828557,0.6672860885800688,0.5590505581770298,0.2264002938144147,0.9392164842036308,0.605665803538001
hsv_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.610466926917989,0.670426459488376,0.5577654305703078,0.2559752691610371,0.8232301756043783,0.7734885860592221
rgb | KMeans | Postprocessed Img02.jpg-segment of 5,1,1,0.657633201022997,0.6307946276701812,0.5551632849242142,0.263189919020159,0.8421642346875992,0.7304286729538727
rgb_texture_glcm | KMeans | Postprocessed Img07.png-segment of 4,1,1,0.6233626748231339,0.8343125,0.5546944796492905,0.1075084319724866,0.8277643844423015,0.5546944796492905
rgb | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-0.8,1,1,0.6376176485234799,0.80025,0.5500708854233793,0.2263180102342783,0.8316779170684667,0.5500708854233793
xy_hsv | KMeans | Postprocessed Img04.jpg-segment of 10,1,1,0.6288742989784449,0.6708676073130054,0.5405901034695519,0.2109501318728039,0.7614177028983842,0.626090901595847
rgb | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.6358494470805643,0.6276038875248233,0.5394463195543604,0.2861865092492489,0.8268923128736213,0.7082022663109495
xy_lab_texture | KMeans | Postprocessed Img09-segment of 5,1,1,0.6239593086461259,0.6306279855231629,0.532874057434665,0.2760520337543973,0.701724273989899,0.5445925795939512
xy_rgb | Sampled Mean Shift | Post Processed Img09-meanshift-1.5,1,1,0.5463551724163267,0.7193463067814004,0.5287859029962061,0.2892029325156386,0.7432232481060606,0.5457309540487018
hsv | KMeans | Postprocessed Img02.jpg-segment of 5,1,1,0.6450385094409636,0.6017361343835397,0.5242563813543274,0.2507563040408859,0.8187511738913608,0.6964379742529807
xy_rgb | KMeans | Postprocessed Img09-segment of 5,1,1,0.5716349049685988,0.6718260775009897,0.5190898956334805,0.2914305138559647,0.7564512310606061,0.5317023091991723
lab | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.6455241558025735,0.5963357738173326,0.5176189458634235,0.2328419098090855,0.801646362394026,0.6713937339668269
RGB_only | KMeans | Postprocessed Img08-segment of 5,1,1,0.6132153347621804,0.619589289900616,0.5169453511262432,0.3078052060198362,0.8170572916666666,0.6971047083645339
xy_lab | KMeans | Postprocessed Img09-segment of 5,1,1,0.548068517827822,0.7009419528785856,0.5154904738023521,0.3058074224907772,0.7595486111111112,0.5266016467090249
rgb | KMeans | Postprocessed Img07.png-segment of 4,1,1,0.5926825849259381,0.79275,0.5131690739167375,0.1277002881945541,0.8066055930568949,0.5131690739167375
texture_glcm | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-0.8,1,1,0.6788689171416046,0.67746875,0.5130517098568217,0.0939523817910223,0.834651237544198,0.5130517098568217
Texture_only | KMeans | Postprocessed Img08-segment of 5,1,1,0.5704883718193309,0.6457188614661203,0.5106107552472365,0.2364372932533238,0.7710700757575758,0.6793101677022657
rgb_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.5935599062499013,0.6152659875561783,0.5101970264885982,0.1323286997510572,0.8109299944877549,0.7361715874508188
xy_hsv_texture | KMeans | Postprocessed Img09-segment of 5,1,1,0.6693225062554198,0.6423798141642888,0.5080374655669155,0.25254437293324,0.6668047664141414,0.5276790072984265
RGB_Texture | KMeans | Postprocessed Img08-segment of 5,1,1,0.5650238907244466,0.6353556898036199,0.5023989335864819,0.2428487717478261,0.7629616477272727,0.6737843970348133
XY_only | Sampled Mean Shift | Post Processed Img08-epanechnikov-0.5,1,1,0.673568786025208,0.7278027014035586,0.5000171554566404,0.1404204450206154,0.683721985479798,0.5308885563625725
rgb | KMeans | Postprocessed Img05.jpg-segment of 4,1,1,0.6763524430433573,0.6632403959123052,0.4991944986577302,0.2952234555809482,0.9287947514168594,0.5532748074938985
HSV_Texture | KMeans | Postprocessed Img08-segment of 5,1,1,0.5539429044917826,0.6261355268078688,0.4956616987121849,0.2530774546699375,0.7609000157828283,0.6707252421825128
lab | KMeans | Postprocessed Img09-segment of 5,1,1,0.566844396529113,0.6547694954245128,0.4949922925191123,0.2706158881731645,0.69009430239899,0.5039344975224159
lab | Sampled Mean Shift | Post Processed Img09-meanshift-0.8,1,1,0.5326075502622843,0.6892824810525063,0.4938092655319014,0.2602579978983136,0.6136758207070707,0.495387177311972
lab | KMeans | Postprocessed Img02.jpg-segment of 5,1,1,0.6408686274875627,0.5662375181603083,0.4925387340456966,0.2678655941797475,0.8050919359330574,0.6771203507531447
xy_lab | KMeans | Postprocessed Img06.jpg-segment of 4,1,1,0.6237206600355018,0.5985200771544195,0.4882283451978402,0.3511828927120155,0.705008268367588,0.5855277230879103
texture_glcm | Half Resize PCA 95 Mean Shift | Post Processed Img07.png-meanshift-1.5,1,1,0.518534782449592,0.885625,0.4859896422814418,0.1066350926478508,0.7591288974606236,0.4859896422814418
xy_rgb_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.6037500636171963,0.5416227246640104,0.4776476826234745,0.2507145365377118,0.8729218075012467,0.7806859742401989
xy_hsv_texture | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,1,1,0.6804269837843944,0.588964537665922,0.4758590625394661,0.219428692042108,0.8514193560922533,0.5883975464525132
xy_rgb | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.6687512570833871,0.6412523570890727,0.4716788216153711,0.3370826978225577,0.925648380661234,0.527464198828138
xy_hsv_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.6026212451104531,0.5268735843820144,0.4671342183985319,0.242721348539231,0.8745150614309493,0.7828304003219206
xy_rgb | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.6226609712646517,0.5611141029912442,0.4650351505944731,0.2905611796516731,0.7216144973154319,0.5584883535750154
xy_hsv | KMeans | Postprocessed Img01-segment of 5,1,1,0.4772539087233939,0.4847982584172377,0.4633846444870066,0.3976582101922742,0.9235626712262226,0.7458845014175236
lab | KMeans | Postprocessed Img01-segment of 5,1,1,0.4963273315478242,0.4630284738886278,0.4598771498771499,0.3619680767168228,0.91638007525858,0.7402386823352061
xy_lab | KMeans | Postprocessed Img01-segment of 5,1,1,0.4870291491327106,0.4695470400514558,0.4580899744171453,0.3734003408998674,0.9191132181786388,0.7373619653511833
xy_lab | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,1,1,0.4928584629194498,0.4618162927046483,0.4557172151157113,0.3549855176143014,0.9130251747074176,0.7335426666118107
hsv_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.6067671690382979,0.5207145595280005,0.4553071327238691,0.24117287272391,0.8575786426253716,0.7543679317254802
lab_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.5694455386137565,0.5281511385133218,0.4551695278686029,0.2168924651418214,0.8544633778278639,0.7526678585994615
hsv | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.7609304504234831,0.5557549996399211,0.4533506863458126,0.2658688004874369,0.6996975408190361,0.5326944214870969
rgb_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.6006869831951822,0.5203484701786061,0.4523741813728458,0.2438805334413386,0.8516460385619264,0.7454378038550619
xy_lab_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.592647224794197,0.5110318566028746,0.4511732636271928,0.2415834070776105,0.8689775325289344,0.7731989396739104
hsv | KMeans | Postprocessed Img01-segment of 5,1,1,0.4585846542292046,0.4852559186601687,0.446151571669017,0.3590885748898626,0.9241196624374196,0.7181453821358131
lab_texture | KMeans | Postprocessed Img09-segment of 5,1,1,0.5618326976651793,0.5886401458366902,0.4449291249005807,0.2197818882988497,0.6357915088383839,0.4588582837646288
xy_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.5835587925012613,0.5024588216705275,0.4425715319478531,0.2257773327645462,0.8640747145420042,0.7659675147802846
xy_lab_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-0.8,1,1,0.6906299945948677,0.5322571170324668,0.4412317693772921,0.3013219550398338,0.8870482675109924,0.4988671758060621
hsv | Sampled Mean Shift | Post Processed Img09-meanshift-0.8,1,1,0.5781621369796013,0.6750316551765219,0.4409889877910092,0.2870488962298985,0.5385594223484849,0.464278693204759
hsv_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.5863272254853531,0.5187001944129366,0.4402666272133697,0.127308848078885,0.7857547838412473,0.6917327525911271
lab | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,1,1,0.4650920501066359,0.4693491329193776,0.4384576275103418,0.3564660492327428,0.9184331707696194,0.7057608679508838
lab_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.5560874898124906,0.5409949686144038,0.4361514196011006,0.1385011799368825,0.7577683282148201,0.6471677948024632
xy_rgb_texture | KMeans | Postprocessed Img09-segment of 5,1,1,0.5273851555939868,0.588012437281797,0.4349574423831257,0.2414831587055339,0.6095130997474747,0.4608703091709977
hsv | KMeans | Postprocessed Img09-segment of 5,1,1,0.6045899214868058,0.5931762905378761,0.4329344025397056,0.2277932343613021,0.5575678661616161,0.446445731883265
rgb | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-0.8,1,1,0.4603510822194629,0.4677535066669965,0.4328754578754579,0.3066894633455166,0.9136534089805118,0.6967755598176097
lab | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,1,1,0.4444116243666356,0.4838581995398659,0.4316135581251655,0.3482990735615456,0.922830810681278,0.6947443499420048
rgb | KMeans | Postprocessed Img01-segment of 5,1,1,0.4676649579556072,0.4581550107612003,0.430857993672064,0.2745447234979274,0.9135238761406984,0.6935281598457311
xy | KMeans | Postprocessed Img04.jpg-segment of 10,1,1,0.4964980414525051,0.5843783308080235,0.4283445079500255,0.161432354910054,0.6998873744454915,0.530690835825241
xy | KMeans | Postprocessed Img09-segment of 5,1,1,0.4717783424305241,0.6445661693418345,0.4253069468128334,0.1963260888488306,0.6700698390151515,0.4408527289127685
texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.5633635749824903,0.4934968651799762,0.4250458086969438,0.215434253864182,0.8433106003199461,0.7329445817026644
hsv | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.4366578458362166,0.478375809571792,0.4221313103448334,0.3246664712003511,0.8846365855579179,0.795196236746614
xy_lab_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.5816320938477222,0.4931882157868012,0.4218790502446519,0.2371627597169437,0.8323974585656828,0.7153572404802647
xy | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,1,1,0.4442572921221173,0.4714292904244592,0.4209129986893308,0.242159947474698,0.888511084772767,0.8006622148420731
hsv_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.5943855481335063,0.4889089883542378,0.4202899721923503,0.2169537018769272,0.8344894139286663,0.7182185114721993
rgb_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.6063062906954791,0.4885667725162729,0.4183423048984237,0.230931313061189,0.8276176967765753,0.7074940407604212
xy_rgb_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.5734209438414518,0.4930565497349589,0.4171494239396437,0.2241295563958114,0.8201760351293061,0.6974725499586782
hsv | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,1,1,0.4530307135292234,0.4550256042352126,0.4157944706919547,0.2660181755190149,0.9098451434900032,0.6692812443268779
HSV_Texture | Sampled Mean Shift | Post Processed Img08-gaussian-1.5,1,1,0.6241760730440282,0.5528011770882101,0.4153158249435296,0.2990620814684577,0.69857757260101,0.5689941752427745
lab_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.5762512501727503,0.4845045721909755,0.4149059320858959,0.2099116399926677,0.8314324389090745,0.7142527695902403
Texture_only | Sampled Mean Shift | Post Processed Img08-gaussian-1.5,1,1,0.627318818571915,0.5577021365153351,0.4124964217060693,0.3121033578059564,0.6747652304292929,0.5602243708657829
xy_hsv_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.5707679947120576,0.4802919762567073,0.4101738739447323,0.2171626528191522,0.8313223359952332,0.7133964415537554
texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.5807502105889536,0.4782693252418226,0.4083863547341906,0.2111253819107842,0.8293663901140537,0.7101073827279305
HSV_XY | KMeans | Postprocessed Img08-segment of 5,1,1,0.5086293576191071,0.5103262708497204,0.4077256566875729,0.2359825757805674,0.6979561237373737,0.5674524395860859
lab | KMeans | Postprocessed Img06.jpg-segment of 4,1,1,0.461944947612763,0.4433091350170215,0.4069490565692902,0.1576900068617734,0.8098511693834161,0.7461022811804893
HSV_only | Sampled Mean Shift | Post Processed Img08-epanechnikov-0.5,1,1,0.4784002277633578,0.5014899764628249,0.4021741284257686,0.2999560845834055,0.7032335069444444,0.5775690230088351
texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.5780243699641782,0.515613374716,0.4017535074447943,0.1455751117824505,0.692156862745098,0.5380288119597185
xy_lab_texture | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,1,1,0.6741335760741696,0.4891723898686013,0.4000935438319381,0.1900260661049809,0.8389971567541661,0.5456768160808729
Texture_only | Sampled Mean Shift | Post Processed Img08-epanechnikov-1.5,1,1,0.5610861805607218,0.5434963740376971,0.3978633408766576,0.1494185497514099,0.6571180555555556,0.5303458832863659
xy_texture_leung_malik | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-1.5,1,1,0.5575958216446315,0.5328231479504097,0.3931212429766833,0.1441903089211996,0.5284705143233656,0.3813143163753368
xy_hsv | KMeans | Postprocessed Img02.jpg-segment of 5,1,1,0.4286305441187105,0.4548958354538678,0.3919638225347236,0.1426672226899907,0.8543273683460599,0.7441874448679117
LAB_Texture | Sampled Mean Shift | Post Processed Img08-epanechnikov-1.5,1,1,0.4874396806582878,0.5357696623190569,0.3919158217301802,0.1451450274896716,0.6548985953282829,0.5266084922951819
xy_texture_leung_malik | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.569095572690361,0.4617869555055066,0.3916376179785695,0.2005011905549894,0.8237446648661602,0.7011100829085951
xy_rgb_texture_glcm | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-0.8,1,1,0.7055277653377726,0.4974350861247871,0.3875430153557387,0.146517246454946,0.73272698637688,0.6203997382382817
xy_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.8369663398268878,0.5410341051213459,0.3867069321315521,0.0922424465685964,0.9245367291639786,0.461522910950474
RGB_Texture | Sampled Mean Shift | Post Processed Img08-epanechnikov-1.5,1,1,0.5594109222345041,0.5300905984636477,0.3855529646684088,0.1525357796821442,0.6453105271464646,0.5192751802349199
HSV_Texture | Sampled Mean Shift | Post Processed Img08-epanechnikov-1.5,1,1,0.5634023561615483,0.5273220041991025,0.3822274915416714,0.151448824644867,0.6433771306818182,0.5123602289912997
hsv | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.3851421692102533,0.4918053746637146,0.3809087970573725,0.2780323887243353,0.782723049058981,0.7417297697265993
texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.8427758635358176,0.5321569340429807,0.3797976242155069,0.0541365816379889,0.9232563448501752,0.4570013226046576
lab | Quarter Resize Mean Shift | Post Processed Img06.jpg-meanshift-1.5,1,1,0.3864982506162844,0.485742482519749,0.3781196411438496,0.2453433522905236,0.7771871800929206,0.6893677493493474
HSV_only | KMeans | Postprocessed Img08-segment of 5,1,1,0.4909807874449011,0.479078487590387,0.3760004933153583,0.22457259793448,0.6651870265151515,0.5333963424952765
RGB_HSV_LAB_XY_Texture | Sampled Mean Shift | Post Processed Img08-epanechnikov-1.5,1,1,0.5422480862138345,0.5184029206324323,0.3755095808219995,0.1674495747549241,0.6245067866161617,0.4983373308392728
rgb_texture_glcm | Sampled Mean Shift | Post Processed Img05.jpg-meanshift-1.5,1,1,0.8365586896788597,0.5348695440136552,0.374883458817972,0.0138781139556934,0.923802245139006,0.4508636780645627
lab | Sampled Mean Shift | Post Processed Img09-meanshift-1.5,1,1,0.4488000218764589,0.6039807459790315,0.3743510019774373,0.2153220048902477,0.4890407986111111,0.3733443559452137
xy_hsv_texture_leung_malik | Sampled Mean Shift | Post Processed Img04.jpg-meanshift-1.5,1,1,0.5353681902642028,0.4964664322343779,0.3708048602866193,0.1299220483859373,0.5171964664689973,0.3733983754456351
lab | KMeans | Postprocessed Img04.jpg-segment of 10,1,1,0.4403875842488786,0.5222369659685315,0.3690558217504736,0.1266919500024152,0.6065537346480643,0.4356801103855838
hsv_texture | Half Resize PCA 95 Mean Shift | Post Processed Img01-meanshift-1.5,1,1,0.6289941142004063,0.4585713402506735,0.3684568741410593,0.1763882111325153,0.8283819405314733,0.5192733197928863
hsv | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-1.5,1,1,0.5942411691381807,0.5019187366432171,0.3617261391715055,0.2462690044777458,0.5892448883103089,0.3768093617616314
