image_id,selected_from_own_gt_macro_iou,selected_from_own_gt_boundary_f1,feature_set,method_dir,algorithm,prediction_name,method_key,peer_gt_source_path,prediction_path,prediction_rel_path,matching,gt_shape,n_gt_labels,n_pred_labels,gt_label_id,gt_label_name,pred_label_after_matching_id,pred_label_after_matching_name,raw_count,row_normalized_value
Img02,0.639040366997007,0.446411000218917,xy_lab,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img02.jpg-meanshift-0.8,xy_lab | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img02/mask.png,/mnt/data/work_input/outputs/Img02/xy_lab/Half Resize PCA 95 Mean Shift/Post Processed Img02.jpg-meanshift-0.8.png,Img02/xy_lab/Half Resize PCA 95 Mean Shift/Post Processed Img02.jpg-meanshift-0.8.png,many_to_one,321x481,3,48,2,2 (#ff7f00),1,skier (#ff0000),233,0.002995705726555067
Img02,0.639040366997007,0.446411000218917,xy_lab,Half Resize PCA 95 Mean Shift,Mean Shift,Post Processed Img02.jpg-meanshift-0.8,xy_lab | Half Resize PCA 95 Mean Shift | Post Processed Img02.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img02/mask.png,/mnt/data/work_input/outputs/Img02/xy_lab/Half Resize PCA 95 Mean Shift/Post Processed Img02.jpg-meanshift-0.8.png,Img02/xy_lab/Half Resize PCA 95 Mean Shift/Post Processed Img02.jpg-meanshift-0.8.png,many_to_one,321x481,3,48,2,2 (#ff7f00),2,2 (#ff7f00),76698,0.9861143253876418
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,0,background_or_#000000,0,background_or_#000000,38601,0.9889324417800323
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,0,background_or_#000000,1,1 (#ff0000),211,0.005405682371326826
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,0,background_or_#000000,2,2 (#ff7f00),197,0.0050470115030871315
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,0,background_or_#000000,3,3 (#ffff00),24,0.0006148643455537622
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,1,1 (#ff0000),0,background_or_#000000,276,0.00703561140992633
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,1,1 (#ff0000),1,1 (#ff0000),30475,0.7768487598460323
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,1,1 (#ff0000),2,2 (#ff7f00),8351,0.21287822784164775
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,1,1 (#ff0000),3,3 (#ffff00),127,0.0032374009023936373
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,2,2 (#ff7f00),0,background_or_#000000,3215,0.051930221288967855
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,2,2 (#ff7f00),1,1 (#ff0000),98,0.0015829429817476983
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,2,2 (#ff7f00),2,2 (#ff7f00),57939,0.9358585042804071
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,2,2 (#ff7f00),3,3 (#ffff00),658,0.010628331448877404
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,3,3 (#ffff00),0,background_or_#000000,0,0.0
Img03,0.9823250150012354,0.7869686855415522,hsv,Quarter Resize Mean Shift,Mean Shift,Post Processed Img03.jpg-meanshift-0.8,hsv | Quarter Resize Mean Shift | Post Processed Img03.jpg-meanshift-0.8,/mnt/data/work_input/outputs/Peer GT/Img03/mask.png,/mnt/data/work_input/outputs/Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,Img03/hsv/Quarter Resize Mean Shift/Post Processed Img03.jpg-meanshift-0.8.png,many_to_one,481x321,4,7,3,3 (#ffff00),1,1 (#ff0000),0,0.0
